SUBCAT,DESCRICAO
Y154,"Poisoning [intoxication] by and exposure to alcohol, undetermined intent - street and road"
Y155,"Poisoning [intoxication] by and exposure to alcohol, intent not determined - commercial and service areas"
Y156,"Alcohol poisoning and exposure, intent not determined - industrial and construction areas"
Y157,"Poisoning [intoxication] by and exposure to alcohol, intent not determined - farm"
Y158,"Poisoning [intoxication] by and exposure to alcohol, intent undetermined - other specified sites"
Y159,"Poisoning [intoxication] by and exposure to alcohol, intent undetermined - location unspecified"
Y160,"Poisoning [intoxication] by and exposure to organic solvents and halogenated hydrocarbons and their vapors, intent not determined - residence"
Y161,"Poisoning [poisoning] by and exposure to organic solvents and halogenated hydrocarbons and their vapors, undetermined intent - collective housing"
Y162,"Poisoning [poisoning] by and exposure to organic solvents and halogenated hydrocarbons and their vapors, undetermined intent - schools, other institutions and areas of public administration"
Y163,"Poisoning [intoxication] by and exposure to organic solvents and halogenated hydrocarbons and their vapors, undetermined intent - area for the practice of sports and athletics"
Y164,"Poisoning [intoxication] by and exposure to organic solvents and halogenated hydrocarbons and their vapors, undetermined intent - street and road"
Y165,"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapors, undetermined intent - commercial and service areas"
Y166,"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapors, intent not determined - industrial and construction areas"
Y167,"Poisoning [intoxication] by and exposure to organic solvents and halogenated hydrocarbons and their vapors, undetermined intent - farm"
Y168,"Poisoning [intoxication] by and exposure to organic solvents and halogenated hydrocarbons and their vapors, undetermined intent - other specified sites"
Y169,"Poisoning [intoxication] by and exposure to organic solvents and halogenated hydrocarbons and their vapors, intent not determined - location unspecified"
Y170,"Poisoning [intoxication] by and exposure to other gases and vapors, intent not determined - residence"
Y171,"Poisoning [intoxication] by and exposure to other gases and vapours, intent not determined - collective housing"
Y172,"Poisoning by and exposure to other gases and vapours, intent not determined - schools, other institutions and areas of public administration"
Y173,"Poisoning [intoxication] by and exposure to other gases and vapors, intent not determined - area for the practice of sports and athletics"
Y174,"Poisoning [intoxication] by and exposure to other gases and vapors, intent not determined - street and road"
Y175,"Poisoning by and exposure to other gases and vapours, intent not determined - commercial and service areas"
Y176,"Poisoning [poisoning] by and exposure to other gases and vapors, intent not determined - industrial and construction areas"
Y177,"Poisoning [intoxication] by and exposure to other gases and vapors, intent not determined - farm"
Y178,"Poisoning [intoxication] by and exposure to other gases and vapors, intent not determined - other specified locations"
Y179,"Poisoning [intoxication] by and exposure to other gases and vapors, intent undetermined - location unspecified"
Y180,"Poisoning [poisoning] by and exposure to pesticides, intent not determined - residence"
Y181,"Poisoning [poisoning] by and exposure to pesticides, undetermined intent - collective housing"
